0; 7,6 ; 19,8 ; 35,2 
1; 7,6 ; 19,8 ; 35,2 
2; 7,6 ; 19,8 ; 35,2 
3; 7,6 ; 19,8 ; 35,2 
4; 8,1 ; 19,9 ; 35,0 
5; 8,1 ; 19,9 ; 35,0 
6; 8,1 ; 19,9 ; 35,0 
7; 8,1 ; 19,9 ; 35,0 
8; 8,1 ; 19,9 ; 35,0 
9; 7,6 ; 20,0 ; 34,8 
10; 7,6 ; 20,0 ; 34,8 
11; 7,6 ; 20,0 ; 34,8 
12; 7,6 ; 20,0 ; 34,8 
13; 8,0 ; 20,3 ; 35,4 
14; 8,1 ; 20,5 ; 35,7 
15; 8,1 ; 20,5 ; 35,7 
16; 8,1 ; 20,5 ; 35,7 
17; 8,1 ; 20,5 ; 35,7 
18; 8,9 ; 20,8 ; 35,4 
19; 8,9 ; 20,8 ; 35,4 
20; 8,9 ; 20,8 ; 35,4 
21; 8,9 ; 20,8 ; 35,4 
22; 8,9 ; 20,8 ; 35,4 
23; 8,7 ; 21,3 ; 35,5 
24; 9,2 ; 21,7 ; 36,8 
25; 9,2 ; 21,7 ; 36,8 
26; 9,2 ; 21,7 ; 36,8 
27; 9,2 ; 21,7 ; 36,8 
28; 9,0 ; 22,1 ; 36,9 
29; 9,0 ; 22,1 ; 36,9 
30; 9,0 ; 22,1 ; 36,9 
31; 9,0 ; 22,1 ; 36,9 
32; 9,0 ; 22,1 ; 36,9 
33; 8,8 ; 21,8 ; 36,8 
34; 9,1 ; 21,9 ; 37,0 
35; 9,1 ; 21,9 ; 37,0 
36; 9,1 ; 21,9 ; 37,0 
37; 9,1 ; 21,9 ; 37,0 
38; 9,1 ; 21,9 ; 37,0 
39; 9,2 ; 21,6 ; 36,9 
40; 9,2 ; 21,6 ; 36,9 
41; 9,2 ; 21,6 ; 36,9 
42; 9,2 ; 21,6 ; 36,9 
43; 9,2 ; 21,9 ; 36,9 
44; 10,6 ; 22,3 ; 36,8 
45; 10,6 ; 22,3 ; 36,8 
46; 10,6 ; 22,3 ; 36,8 
47; 10,6 ; 22,3 ; 36,8 
48; 10,6 ; 22,3 ; 36,8 
49; 9,4 ; 22,2 ; 37,1 
50; 9,4 ; 22,2 ; 37,1 
51; 9,4 ; 22,2 ; 37,1 
52; 9,4 ; 22,2 ; 37,1 
53; 9,4 ; 22,2 ; 37,1 
54; 9,4 ; 22,2 ; 37,1 
55; 9,4 ; 22,2 ; 37,1 
56; 9,4 ; 22,2 ; 37,1 
57; 9,4 ; 22,2 ; 37,1 
58; 9,4 ; 22,2 ; 37,1 
59; 10,6 ; 22,0 ; 37,3 
60; 10,6 ; 22,0 ; 37,3 
61; 10,6 ; 22,0 ; 37,3 
62; 10,6 ; 22,0 ; 37,3 
63; 10,1 ; 22,1 ; 37,5 
64; 10,1 ; 22,1 ; 37,5 
65; 10,1 ; 22,1 ; 37,5 
66; 10,1 ; 22,1 ; 37,5 
67; 10,1 ; 22,1 ; 37,5 
68; 10,1 ; 22,1 ; 37,5 
69; 10,1 ; 22,1 ; 37,5 
70; 10,1 ; 22,1 ; 37,5 
71; 10,1 ; 22,1 ; 37,5 
72; 10,1 ; 22,1 ; 37,5 
73; 10,1 ; 22,1 ; 37,5 
74; 10,1 ; 21,8 ; 35,6 
75; 10,1 ; 21,8 ; 35,6 
76; 10,1 ; 21,8 ; 35,6 
77; 10,1 ; 21,8 ; 35,6 
78; 10,1 ; 21,8 ; 35,6 
79; 16,3 ; 20,2 ; 29,8 
80; 16,3 ; 20,2 ; 29,8 
81; 16,3 ; 20,2 ; 29,8 
82; 16,3 ; 20,2 ; 29,8 
83; 16,7 ; 18,4 ; 26,0 
84; 16,7 ; 18,4 ; 26,0 
85; 16,7 ; 18,1 ; 25,7 
86; 16,7 ; 18,1 ; 25,7 
87; 16,7 ; 18,1 ; 25,7 
88; 16,7 ; 18,1 ; 25,7 
89; 16,3 ; 17,7 ; 19,8 
90; 16,3 ; 17,7 ; 19,8 
91; 16,3 ; 17,7 ; 19,8 
92; 16,3 ; 17,7 ; 19,8 
93; 16,6 ; 17,6 ; 19,3 
94; 16,6 ; 17,6 ; 19,3 
95; 16,6 ; 17,6 ; 19,3 
96; 16,6 ; 17,6 ; 19,3 
97; 16,6 ; 17,6 ; 19,3 
98; 16,6 ; 17,6 ; 19,3 
99; 16,6 ; 17,6 ; 19,3 
100; 16,6 ; 17,6 ; 19,3 
101; 16,6 ; 17,6 ; 19,3 
102; 16,6 ; 17,6 ; 19,3 
103; 16,7 ; 17,7 ; 19,2 
104; 16,7 ; 17,7 ; 19,2 
105; 16,7 ; 17,6 ; 19,1 
106; 16,7 ; 17,6 ; 19,1 
